日期,时间,成交价,成交量,总量,额,B1价,B1量,B2价,B2量,B3价,B3量,B4价,B4量,B5价,B5量,S1价,S1量,S2价,S2量,S3价,S3量,S4价,S4量,S5价,S5量,BS
2017-8-31,09:32:41,19.03,36,160,68573,19.03,56,19.00,60,18.96,7,18.95,10,18.94,102,19.09,10,19.10,2,19.11,14,19.12,30,19.13,6,S
2017-8-31,09:32:48,19.13,62,222,118502,19.15,35,19.03,56,19.00,60,18.96,7,18.95,10,19.16,11,19.20,2,19.24,5,19.25,41,19.26,30,B
2017-8-31,09:32:51,19.15,1,223,1915,19.15,34,19.03,61,19.00,60,18.96,7,18.95,10,19.16,11,19.20,2,19.24,5,19.25,41,19.26,30,S
2017-8-31,09:32:55,19.16,9,232,17239,19.15,29,19.03,61,19.00,60,18.96,7,18.95,10,19.16,7,19.20,2,19.24,5,19.25,41,19.26,30,B
2017-8-31,09:32:57,19.15,29,261,55535,19.03,61,19.00,60,18.96,7,18.95,10,18.94,102,19.09,19,19.16,7,19.20,2,19.24,5,19.25,41,S
2017-8-31,09:32:58,19.09,3,264,5727,19.03,61,19.00,60,18.96,7,18.95,10,18.94,102,19.09,16,19.16,7,19.20,2,19.24,5,19.25,41,B
2017-8-31,09:33:18,19.09,16,280,30544,19.09,4,19.04,50,19.03,61,19.00,40,18.96,7,19.15,2,19.16,18,19.20,12,19.24,5,19.25,42,B
2017-8-31,09:33:26,19.09,1,281,1909,19.09,3,19.04,50,19.03,61,19.00,40,18.96,7,19.15,2,19.16,18,19.19,1,19.20,12,19.24,5,S
2017-8-31,09:33:41,19.09,13,294,24827,19.04,50,19.03,61,19.00,40,18.96,7,18.95,10,19.09,27,19.10,1,19.15,12,19.16,18,19.19,3,S
2017-8-31,09:33:45,19.09,1,295,1909,19.04,50,19.03,61,19.00,40,18.96,7,18.95,10,19.09,26,19.10,1,19.15,30,19.16,18,19.19,3,B
2017-8-31,09:33:47,19.09,21,316,40089,19.04,50,19.03,61,19.00,40,18.96,7,18.95,10,19.09,5,19.10,1,19.15,86,19.16,18,19.19,3,B
2017-8-31,09:33:54,19.04,28,344,53312,19.04,22,19.03,61,19.00,40,18.96,7,18.95,10,19.09,5,19.10,1,19.15,99,19.16,18,19.19,3,S
2017-8-31,09:33:55,19.09,3,347,5727,19.04,22,19.03,61,19.00,40,18.96,7,18.95,10,19.09,2,19.10,1,19.14,16,19.15,99,19.16,18,B
2017-8-31,09:34:16,19.09,2,349,3818,19.04,72,19.03,71,19.00,60,18.96,7,18.95,10,19.09,4,19.10,2,19.14,16,19.15,108,19.16,17,B
2017-8-31,09:34:36,19.09,1,350,1909,19.05,27,19.04,72,19.03,68,19.00,60,18.96,7,19.09,16,19.10,2,19.14,28,19.15,108,19.16,17,B
2017-8-31,09:34:39,19.09,5,355,9545,19.05,27,19.04,72,19.03,68,19.00,60,18.96,7,19.09,11,19.10,2,19.14,28,19.15,108,19.16,17,B
2017-8-31,09:34:44,19.09,11,366,20999,19.09,23,19.05,27,19.04,72,19.03,68,19.00,60,19.10,2,19.14,28,19.15,108,19.16,17,19.18,10,B
2017-8-31,09:35:00,19.09,4,370,7636,19.09,52,19.05,27,19.04,50,19.03,68,19.00,60,19.10,12,19.14,28,19.15,108,19.16,17,19.18,10,S
2017-8-31,09:35:10,19.10,10,380,19100,19.09,52,19.04,50,19.03,68,19.00,60,18.96,7,19.10,8,19.14,28,19.15,108,19.16,17,19.18,10,B
2017-8-31,09:35:19,19.09,10,390,19090,19.09,42,19.04,50,19.03,68,19.00,60,18.96,7,19.10,8,19.14,30,19.15,108,19.16,17,19.18,10,S
2017-8-31,09:35:27,19.10,3,393,5730,19.09,42,19.04,50,19.03,68,19.00,60,18.96,7,19.10,5,19.14,30,19.15,108,19.16,17,19.18,10,B
2017-8-31,09:35:40,19.09,10,403,19090,19.09,42,19.04,50,19.03,68,19.00,60,18.96,7,19.10,5,19.14,30,19.15,108,19.16,17,19.18,10,S
2017-8-31,09:35:54,19.09,6,409,11454,19.09,36,19.04,50,19.03,68,19.00,60,18.96,7,19.10,15,19.14,30,19.15,108,19.16,17,19.18,10,S
2017-8-31,09:35:57,19.10,3,412,5730,19.09,36,19.04,50,19.03,68,19.00,70,18.96,7,19.10,12,19.14,30,19.15,108,19.16,17,19.18,10,B
2017-8-31,09:36:01,19.09,10,422,19090,19.09,26,19.04,50,19.03,68,19.00,70,18.96,7,19.10,47,19.14,30,19.15,108,19.16,17,19.18,10,S
2017-8-31,09:36:05,19.10,35,457,66825,19.09,1,19.04,50,19.03,68,19.00,70,18.96,7,19.10,78,19.14,30,19.15,108,19.16,17,19.18,10,B
2017-8-31,09:36:07,19.09,1,458,1909,19.04,50,19.03,68,19.00,70,18.96,7,18.94,102,19.08,2,19.10,78,19.14,30,19.15,108,19.16,17,S
2017-8-31,09:36:26,19.09,3,461,5727,19.04,50,19.03,68,19.00,70,18.96,7,18.94,102,19.09,12,19.10,79,19.14,17,19.15,108,19.16,17,B
2017-8-31,09:36:40,19.04,21,482,39984,19.04,79,19.03,68,19.00,70,18.96,7,18.94,102,19.09,56,19.10,38,19.14,18,19.15,108,19.16,17,S
2017-8-31,09:36:43,19.04,38,520,72352,19.04,41,19.03,68,19.00,70,18.96,7,18.94,102,19.09,56,19.10,38,19.14,28,19.15,108,19.16,17,S
2017-8-31,09:36:51,19.04,20,540,38080,19.04,21,19.03,68,19.00,70,18.96,7,18.94,102,19.09,90,19.10,39,19.14,28,19.15,108,19.16,17,S
2017-8-31,09:36:58,19.09,2,542,3818,19.04,21,19.03,68,19.00,70,18.96,7,18.94,102,19.09,88,19.10,39,19.14,28,19.15,118,19.16,17,B
2017-8-31,09:37:09,19.04,10,552,19040,19.04,11,19.03,68,19.00,70,18.96,7,18.94,102,19.08,5,19.09,88,19.10,41,19.14,28,19.15,118,S
2017-8-31,09:37:19,19.09,50,602,95442,19.04,11,19.03,68,19.00,70,18.96,7,18.94,102,19.06,1,19.09,47,19.10,51,19.14,28,19.15,118,B
2017-8-31,09:37:27,19.08,3,605,5722,19.04,11,19.03,68,19.00,70,18.96,7,18.94,102,19.08,15,19.09,47,19.10,51,19.14,28,19.15,118,B
2017-8-31,09:37:39,19.05,10,615,19050,19.04,21,19.03,68,19.00,70,18.96,7,18.94,102,19.08,15,19.09,47,19.10,51,19.14,26,19.15,118,S
2017-8-31,09:37:51,19.08,3,618,5724,19.04,21,19.03,68,19.00,70,18.96,7,18.94,102,19.08,12,19.09,14,19.10,53,19.14,26,19.15,118,B
2017-8-31,09:38:03,19.08,12,630,22896,19.08,34,19.04,57,19.03,68,19.00,70,18.96,7,19.09,14,19.10,53,19.14,26,19.15,118,19.16,18,B
2017-8-31,09:38:16,19.08,10,640,19080,19.08,28,19.04,57,19.03,68,19.00,70,18.96,7,19.09,23,19.10,54,19.14,27,19.15,118,19.16,18,S
2017-8-31,09:38:22,19.08,28,668,53424,19.04,57,19.03,68,19.00,70,18.96,7,18.94,102,19.08,3,19.09,33,19.10,54,19.14,27,19.15,118,S
2017-8-31,09:38:28,19.08,3,671,5724,19.04,57,19.03,68,19.00,70,18.96,7,18.94,102,19.09,33,19.10,54,19.14,27,19.15,118,19.16,18,B
2017-8-31,09:39:39,19.08,5,676,9540,19.05,6,19.04,58,19.03,68,19.00,70,18.96,7,19.08,54,19.09,23,19.10,54,19.14,27,19.15,111,B
2017-8-31,09:39:47,19.08,3,679,5724,19.05,6,19.04,58,19.03,68,19.00,70,18.96,7,19.08,51,19.09,23,19.10,54,19.14,27,19.15,111,B
2017-8-31,09:40:02,19.05,6,685,11430,19.04,22,19.03,68,19.00,70,18.96,7,18.94,102,19.05,3,19.08,51,19.09,23,19.10,54,19.14,22,S
2017-8-31,09:40:05,19.08,52,737,99207,19.04,22,19.03,68,19.00,70,18.96,7,18.94,102,19.08,2,19.09,23,19.10,54,19.14,22,19.15,111,B
2017-8-31,09:40:13,19.08,2,739,3816,19.08,34,19.04,22,19.03,68,19.00,70,18.96,7,19.09,23,19.10,54,19.14,22,19.15,111,19.16,8,B
2017-8-31,09:40:14,19.08,20,759,38160,19.08,14,19.04,22,19.03,68,19.00,70,18.96,7,19.09,23,19.10,54,19.14,22,19.15,111,19.16,8,S
2017-8-31,09:40:21,19.08,14,773,26712,19.04,22,19.03,68,19.00,70,18.96,7,18.94,102,19.08,14,19.09,23,19.10,54,19.14,22,19.15,111,S
2017-8-31,09:40:35,19.08,3,776,5724,19.04,32,19.03,68,19.00,70,18.96,7,18.94,102,19.08,11,19.09,23,19.10,54,19.14,22,19.15,111,B
2017-8-31,09:40:42,19.04,10,786,19040,19.04,22,19.03,68,19.00,70,18.96,7,18.94,102,19.08,11,19.09,23,19.10,54,19.14,22,19.15,111,S
2017-8-31,09:41:00,19.04,13,799,24764,19.04,12,19.03,68,19.00,70,18.96,7,18.94,102,19.08,8,19.09,23,19.10,54,19.14,22,19.15,111,S
2017-8-31,09:41:07,19.04,12,811,22848,19.03,68,19.00,70,18.96,7,18.94,102,18.91,5,19.04,13,19.08,8,19.09,23,19.10,59,19.14,22,S
2017-8-31,09:41:17,19.03,21,832,39973,19.03,57,19.00,70,18.96,7,18.94,102,18.91,5,19.04,94,19.08,8,19.09,23,19.10,59,19.14,22,S
2017-8-31,09:41:23,19.03,50,882,95150,19.03,7,19.00,70,18.96,7,18.94,102,18.91,5,19.04,94,19.08,8,19.09,23,19.10,59,19.14,22,S
2017-8-31,09:41:26,19.04,96,978,182784,19.04,4,19.03,7,19.00,70,18.96,7,18.94,102,19.08,8,19.09,23,19.10,59,19.14,22,19.15,111,B
2017-8-31,09:41:37,19.08,3,981,5724,19.04,4,19.03,7,19.00,70,18.96,7,18.94,102,19.08,5,19.09,23,19.10,59,19.14,22,19.15,111,B
2017-8-31,09:41:43,19.04,4,985,7616,19.03,7,19.00,70,18.96,7,18.94,102,18.91,5,19.04,6,19.08,15,19.09,23,19.10,59,19.14,22,S
2017-8-31,09:41:59,19.04,6,991,11424,19.04,10,19.03,7,19.00,70,18.96,7,18.94,102,19.08,25,19.09,23,19.10,59,19.14,22,19.15,61,B
2017-8-31,09:42:28,19.08,2,993,3816,19.04,23,19.03,7,19.00,70,18.96,7,18.94,109,19.08,72,19.09,23,19.10,59,19.14,22,19.15,61,B
2017-8-31,09:42:58,19.04,10,1003,19040,19.04,28,19.03,7,19.00,70,18.96,7,18.94,102,19.08,72,19.09,23,19.10,59,19.14,22,19.15,62,S
2017-8-31,09:43:15,19.08,3,1006,5724,19.04,28,19.03,7,19.00,70,18.96,7,18.94,102,19.08,69,19.09,23,19.10,59,19.14,25,19.15,62,B
2017-8-31,09:43:40,19.05,22,1028,41930,19.05,48,19.04,28,19.03,7,19.00,70,18.96,7,19.07,23,19.08,69,19.09,23,19.10,59,19.14,25,S
2017-8-31,09:43:42,19.05,5,1033,9525,19.05,43,19.04,28,19.03,7,19.00,70,18.96,7,19.07,23,19.08,69,19.09,23,19.10,59,19.14,25,S
2017-8-31,09:43:54,19.05,46,1079,87633,19.04,28,19.03,7,19.00,70,18.96,7,18.94,102,19.05,4,19.07,23,19.08,69,19.09,23,19.10,59,S
2017-8-31,09:44:07,19.05,9,1088,17145,19.05,14,19.04,28,19.03,7,19.00,70,18.96,7,19.07,23,19.08,70,19.09,23,19.10,59,19.14,25,B
2017-8-31,09:44:28,19.05,10,1098,19050,19.05,4,19.04,28,19.03,7,19.00,70,18.96,7,19.07,23,19.08,49,19.09,23,19.10,59,19.14,25,S
2017-8-31,09:44:34,19.07,3,1101,5721,19.05,4,19.04,28,19.03,7,19.00,70,18.96,7,19.07,70,19.08,49,19.09,23,19.10,59,19.14,25,B
2017-8-31,09:44:39,19.05,1,1102,1905,19.04,28,19.03,7,19.00,70,18.96,22,18.94,102,19.05,17,19.07,70,19.08,49,19.09,23,19.10,59,S
2017-8-31,09:44:55,19.05,17,1119,32385,19.05,9,19.04,28,19.03,7,19.00,70,18.96,22,19.07,70,19.08,49,19.09,23,19.10,59,19.14,25,B
2017-8-31,09:44:58,19.00,100,1219,190178,19.00,14,18.96,27,18.94,102,18.91,5,18.84,3,19.07,70,19.08,49,19.09,23,19.10,59,19.14,25,S
2017-8-31,09:45:12,19.07,2,1221,3814,19.00,97,18.96,27,18.94,102,18.91,5,18.84,3,19.07,71,19.08,49,19.09,43,19.10,59,19.13,2,B
2017-8-31,09:45:29,19.06,3,1224,5718,19.00,97,18.96,27,18.94,102,18.91,5,18.90,1,19.06,38,19.07,71,19.08,49,19.09,43,19.10,59,B
2017-8-31,09:45:59,19.05,30,1254,57150,19.02,30,19.01,20,19.00,107,18.96,27,18.95,1,19.05,19,19.06,38,19.07,79,19.08,49,19.09,43,B
2017-8-31,09:46:01,19.05,3,1257,5715,19.02,30,19.01,20,19.00,107,18.96,27,18.95,1,19.05,16,19.06,38,19.07,84,19.08,49,19.09,43,B
2017-8-31,09:46:11,19.05,10,1267,19050,19.02,30,19.01,20,19.00,107,18.96,27,18.95,1,19.05,6,19.06,41,19.07,84,19.08,49,19.09,46,B
2017-8-31,09:46:22,19.02,4,1271,7608,19.02,26,19.01,20,19.00,107,18.96,27,18.95,1,19.05,6,19.06,43,19.07,84,19.08,49,19.09,46,S
2017-8-31,09:46:30,19.02,6,1277,11421,19.02,23,19.01,20,19.00,74,18.96,27,18.95,1,19.05,13,19.06,43,19.07,84,19.08,49,19.09,51,S
2017-8-31,09:46:37,19.02,23,1300,43746,19.01,20,19.00,74,18.96,27,18.95,1,18.94,102,19.02,7,19.05,13,19.06,43,19.07,84,19.08,49,S
2017-8-31,09:46:54,19.01,10,1310,19010,19.01,10,19.00,74,18.96,27,18.94,102,18.91,5,19.02,37,19.05,13,19.06,44,19.07,84,19.08,49,S
2017-8-31,09:47:11,19.02,3,1313,5706,19.01,10,19.00,74,18.96,27,18.94,102,18.91,5,19.02,24,19.05,13,19.06,44,19.07,84,19.08,49,B
2017-8-31,09:47:16,19.01,10,1323,19010,19.00,74,18.96,27,18.94,102,18.91,5,18.85,4,19.02,24,19.05,13,19.06,44,19.07,84,19.08,49,S
2017-8-31,09:47:34,19.01,50,1373,95050,19.00,64,18.96,22,18.94,102,18.91,5,18.85,4,19.02,24,19.05,13,19.06,44,19.07,79,19.08,49,B
2017-8-31,09:47:38,19.00,33,1406,62700,19.01,2,19.00,31,18.96,22,18.94,102,18.91,5,19.02,24,19.05,13,19.06,46,19.07,79,19.08,49,S
2017-8-31,09:47:43,19.00,33,1439,62702,18.96,22,18.94,102,18.91,5,18.85,4,18.84,3,19.00,8,19.02,24,19.05,13,19.06,46,19.07,79,S
2017-8-31,09:48:06,19.00,11,1450,20900,18.96,22,18.94,102,18.91,5,18.85,4,18.84,3,19.00,7,19.02,24,19.05,13,19.06,46,19.07,79,B
2017-8-31,09:48:28,18.96,4,1454,7584,18.96,18,18.95,10,18.94,102,18.91,5,18.85,4,19.00,3,19.02,24,19.05,13,19.06,8,19.07,79,S
2017-8-31,09:48:41,19.00,3,1457,5700,18.97,18,18.96,18,18.95,10,18.94,102,18.91,5,19.02,24,19.05,13,19.06,8,19.07,79,19.08,67,B
2017-8-31,09:49:07,19.02,3,1460,5706,18.97,74,18.96,18,18.95,10,18.94,102,18.91,5,19.02,21,19.05,13,19.06,18,19.07,79,19.08,67,B
2017-8-31,09:49:42,19.01,1,1461,1901,18.98,24,18.97,74,18.96,18,18.95,10,18.94,102,19.02,21,19.05,13,19.06,18,19.07,79,19.08,67,B
2017-8-31,09:50:04,19.01,2,1463,3802,18.98,24,18.97,74,18.96,18,18.95,10,18.94,102,19.01,98,19.02,24,19.05,13,19.06,18,19.07,79,S
2017-8-31,09:50:11,19.01,6,1469,11406,18.98,24,18.97,74,18.96,18,18.95,10,18.94,102,19.01,92,19.02,24,19.05,13,19.06,18,19.07,79,B
2017-8-31,09:50:21,19.01,90,1559,171090,18.98,24,18.97,74,18.96,18,18.95,10,18.94,102,19.01,2,19.02,21,19.05,13,19.06,18,19.07,79,B
2017-8-31,09:50:25,18.98,14,1573,26572,18.98,10,18.97,74,18.96,18,18.95,10,18.94,102,19.01,2,19.02,21,19.05,13,19.06,18,19.07,79,S
2017-8-31,09:50:41,19.01,3,1576,5703,18.98,10,18.97,74,18.96,18,18.95,10,18.94,102,19.01,2,19.02,21,19.05,13,19.06,18,19.07,79,B
2017-8-31,09:51:07,19.00,21,1597,39900,19.00,20,18.98,10,18.97,74,18.96,18,18.95,10,19.01,2,19.02,21,19.05,13,19.06,16,19.07,79,B
2017-8-31,09:51:20,19.00,16,1613,30400,19.00,7,18.98,10,18.97,56,18.96,18,18.95,10,19.01,14,19.02,21,19.05,13,19.06,16,19.07,79,S
2017-8-31,09:51:29,19.00,1,1614,1900,19.00,26,18.98,10,18.97,56,18.96,18,18.95,10,19.01,14,19.02,21,19.05,13,19.06,16,19.07,79,S
2017-8-31,09:51:33,19.01,10,1624,19010,19.00,26,18.98,10,18.97,56,18.96,18,18.95,10,19.01,4,19.02,21,19.05,13,19.06,16,19.07,76,B
2017-8-31,09:51:44,19.01,3,1627,5703,19.00,26,18.98,10,18.97,56,18.96,18,18.95,10,19.01,1,19.02,21,19.05,13,19.06,16,19.07,76,B
2017-8-31,09:52:11,19.00,24,1651,45602,19.00,1,18.98,10,18.97,56,18.96,18,18.95,10,19.02,24,19.05,13,19.06,16,19.07,76,19.08,67,S
2017-8-31,09:52:16,19.02,3,1654,5706,19.00,1,18.98,10,18.97,56,18.96,18,18.95,10,19.02,21,19.05,13,19.06,16,19.07,76,19.08,67,B
2017-8-31,09:52:39,19.01,5,1659,9507,19.00,1,18.98,10,18.97,56,18.96,18,18.95,10,19.01,17,19.02,19,19.05,13,19.06,16,19.07,76,S
2017-8-31,09:52:45,19.01,15,1674,28515,19.00,1,18.98,10,18.97,56,18.96,18,18.95,10,19.01,2,19.02,19,19.05,13,19.06,16,19.07,76,B
2017-8-31,09:52:54,19.01,2,1676,3802,19.00,1,18.98,10,18.97,56,18.96,18,18.95,10,19.02,19,19.05,13,19.06,16,19.07,76,19.08,67,B
2017-8-31,09:53:12,19.02,3,1679,5706,19.00,1,18.98,10,18.97,56,18.96,18,18.95,10,19.02,6,19.05,13,19.06,16,19.07,76,19.08,67,B
2017-8-31,09:53:32,19.02,3,1682,5706,19.00,1,18.98,10,18.97,56,18.96,18,18.95,10,19.02,3,19.05,13,19.06,16,19.07,76,19.08,49,B
2017-8-31,09:53:36,19.02,3,1685,5706,19.00,1,18.98,10,18.97,56,18.96,18,18.95,10,19.05,13,19.06,16,19.07,76,19.08,49,19.09,52,B
2017-8-31,09:54:03,19.05,3,1688,5715,19.00,11,18.98,10,18.97,56,18.96,18,18.95,10,19.05,10,19.06,16,19.07,76,19.08,49,19.09,52,B
2017-8-31,09:54:08,19.05,21,1709,39940,18.98,10,18.97,56,18.96,18,18.95,10,18.94,102,19.05,2,19.06,16,19.07,76,19.08,49,19.09,52,B
2017-8-31,09:54:30,19.05,3,1712,5710,19.05,1,18.98,10,18.97,56,18.96,18,18.95,10,19.06,16,19.07,76,19.08,49,19.09,52,19.10,59,B
2017-8-31,09:54:34,19.05,1,1713,1905,18.98,10,18.97,56,18.96,18,18.95,10,18.94,102,19.05,58,19.06,16,19.07,76,19.08,49,19.09,52,S
2017-8-31,09:54:56,19.05,30,1743,57150,18.99,31,18.98,10,18.97,56,18.96,18,18.95,10,19.05,28,19.06,16,19.07,76,19.08,49,19.09,52,B
2017-8-31,09:55:00,18.99,10,1753,18990,18.99,21,18.98,10,18.97,56,18.96,18,18.95,10,19.05,28,19.06,16,19.07,76,19.08,49,19.09,52,S
2017-8-31,09:55:14,19.05,3,1756,5715,18.99,21,18.98,10,18.97,56,18.96,18,18.95,10,19.05,27,19.06,16,19.07,76,19.08,49,19.09,52,B
2017-8-31,09:55:31,18.99,2,1758,3798,18.99,19,18.98,10,18.97,56,18.96,18,18.95,10,19.04,30,19.05,27,19.06,26,19.07,76,19.08,49,S
2017-8-31,09:55:36,19.04,20,1778,38080,18.99,19,18.98,10,18.97,56,18.96,18,18.95,10,19.04,10,19.05,27,19.06,26,19.07,76,19.08,49,B
2017-8-31,09:55:37,19.04,3,1781,5712,18.99,19,18.98,10,18.97,56,18.96,18,18.95,10,19.03,20,19.04,7,19.05,27,19.06,26,19.07,76,B
2017-8-31,09:55:58,19.03,10,1791,19030,18.99,19,18.98,10,18.97,56,18.96,18,18.95,10,19.03,10,19.04,7,19.05,27,19.06,26,19.07,76,B
2017-8-31,09:55:59,19.03,10,1801,19030,19.03,90,18.99,19,18.98,10,18.97,56,18.96,18,19.04,7,19.05,27,19.06,26,19.07,76,19.08,49,B
2017-8-31,09:56:14,19.04,3,1804,5712,19.03,90,19.00,50,18.99,19,18.98,10,18.97,56,19.04,4,19.05,27,19.06,26,19.07,76,19.08,49,B
2017-8-31,09:56:29,19.03,15,1819,28545,19.03,86,19.00,50,18.99,19,18.98,10,18.97,56,19.04,4,19.05,27,19.06,26,19.07,76,19.08,49,S
2017-8-31,09:56:44,19.04,3,1822,5712,19.03,86,19.00,62,18.99,19,18.98,16,18.97,56,19.04,1,19.05,27,19.06,26,19.07,76,19.08,49,B
2017-8-31,09:56:56,19.04,1,1823,1904,19.04,4,19.03,11,19.00,62,18.99,19,18.98,16,19.05,27,19.06,26,19.07,76,19.08,49,19.09,64,B
2017-8-31,09:56:58,19.03,5,1828,9519,19.03,10,19.00,62,18.99,19,18.98,16,18.97,56,19.05,27,19.06,26,19.07,76,19.08,49,19.09,64,S
2017-8-31,09:57:10,19.05,2,1830,3810,19.03,10,19.00,62,18.99,19,18.98,16,18.97,56,19.05,25,19.06,26,19.07,76,19.08,49,19.09,64,B
2017-8-31,09:57:37,19.03,10,1840,19030,19.00,62,18.99,19,18.98,16,18.97,56,18.96,18,19.03,65,19.05,30,19.06,26,19.07,76,19.08,49,S
2017-8-31,09:57:51,19.03,53,1893,100859,19.00,62,18.99,19,18.98,16,18.97,56,18.96,18,19.03,12,19.05,42,19.06,26,19.07,76,19.08,49,B
2017-8-31,09:58:10,19.03,3,1896,5709,19.00,62,18.99,19,18.98,16,18.97,56,18.96,18,19.03,9,19.05,45,19.06,26,19.07,76,19.08,49,B
2017-8-31,09:58:32,19.03,3,1899,5709,19.02,50,19.00,62,18.99,19,18.98,16,18.97,56,19.03,6,19.05,45,19.06,26,19.07,76,19.08,49,B
2017-8-31,09:59:11,19.03,3,1902,5709,19.02,50,19.00,62,18.99,19,18.98,16,18.97,56,19.03,3,19.05,40,19.06,26,19.07,76,19.08,49,B
2017-8-31,09:59:24,19.02,5,1907,9510,19.02,45,19.00,62,18.99,19,18.98,16,18.97,56,19.03,3,19.04,10,19.05,40,19.06,26,19.07,76,S
2017-8-31,09:59:28,19.02,20,1927,38040,19.02,25,19.00,64,18.99,19,18.98,16,18.97,56,19.03,3,19.04,10,19.05,40,19.06,26,19.07,76,S
2017-8-31,09:59:33,19.02,7,1934,13316,19.02,20,19.00,64,18.99,19,18.98,16,18.97,56,19.03,2,19.04,10,19.05,40,19.06,26,19.07,76,S
2017-8-31,09:59:45,19.03,2,1936,3806,19.02,20,19.00,64,18.99,19,18.98,16,18.97,56,19.03,15,19.04,10,19.05,40,19.06,26,19.07,76,B
2017-8-31,10:00:10,19.03,3,1939,5709,19.02,20,19.00,62,18.99,19,18.98,16,18.97,56,19.03,62,19.04,10,19.05,40,19.06,26,19.07,76,B
2017-8-31,10:00:18,19.03,40,1979,76120,19.02,20,19.00,62,18.99,19,18.98,16,18.97,56,19.03,22,19.04,10,19.05,40,19.06,26,19.07,76,B
2017-8-31,10:00:26,19.03,20,1999,38060,19.02,20,19.00,62,18.99,19,18.98,16,18.97,56,19.03,12,19.04,10,19.05,40,19.06,26,19.07,76,B
2017-8-31,10:00:36,19.03,10,2009,19030,19.02,20,19.00,62,18.99,19,18.98,16,18.97,56,19.03,2,19.04,10,19.05,40,19.06,26,19.07,76,B
2017-8-31,10:00:39,19.03,2,2011,3806,19.03,1,19.02,20,19.00,62,18.99,19,18.98,16,19.04,10,19.05,40,19.06,26,19.07,76,19.08,49,B
2017-8-31,10:01:08,19.04,6,2017,11424,19.02,30,19.00,62,18.99,19,18.98,16,18.97,56,19.04,4,19.05,40,19.06,24,19.07,76,19.08,49,B
2017-8-31,10:01:53,19.04,4,2021,7616,19.04,12,19.02,40,19.00,62,18.99,19,18.98,16,19.05,40,19.06,26,19.07,76,19.08,49,19.09,42,B
2017-8-31,10:02:33,19.05,6,2027,11430,19.04,11,19.02,80,19.00,62,18.99,19,18.98,16,19.05,46,19.06,26,19.07,76,19.08,69,19.09,44,B
2017-8-31,10:02:51,19.05,31,2058,59055,19.04,11,19.03,5,19.02,80,19.00,62,18.99,19,19.05,12,19.06,26,19.07,71,19.08,69,19.09,44,B
